Pseudo Rapidity of 0n0n:	Pseudo Rapidity of 0nXn:	Pseudo Rapidity of XnXn:
-1.33994	-2.12746	-7.39742
3.68376	4.2181	-7.9553
3.76141	6.55039	-7.42814
0.860897	6.35066	7.72673
2.96694	6.09458	-7.2848
4.19937	5.54491	-7.1241
-5.41562	-6.44296	7.35513
-3.29562	-6.38855	-6.51848
1.18715	-5.90169	-8.57131
-0.768544	-6.95173	-6.46736
3.94448	5.91236	-7.28825
2.29495	6.24076	7.28618
2.41908	5.22756	6.83351
-1.44078	-5.4165	6.96022
-4.06324	7.16765	-6.93243
-4.39961	-8.03074	-7.27903
-3.4344	-6.58888	6.93212
5.61297	-6.72617	-6.91937
4.7494	-6.63368	-7.36399
3.56168	-7.25963	-6.31999
-4.50653	-7.0595	-6.94962
-3.61536	-7.01829	-6.79007
5.11563	-6.71116	-6.94943
5.20821	-7.28511	-7.1926
-3.49267	-6.95552	6.99226
3.31353	7.44388	-7.09621
-3.84057	7.66332	-6.53366
3.68011	7.07086	-7.04354
-3.02049	-7.23943	-5.88662
2.96981	-6.76102	6.09005
3.08262	7.10587	-6.69457
4.88283	-8.08515	6.1566
-3.72117	-6.32711	7.89577
3.94758	6.35586	-6.82866
-5.16297	6.27871	3.42308
3.8234	7.33258	6.85094
3.86092	-8.10151	6.57859
3.97458	6.90777	-5.55657
-4.14466	6.83915	4.70571
3.08769	-5.88143	7.12207
-2.97279	5.90582	-6.87662
3.51584	-6.21993	5.23841
-4.24669	-6.96761	-6.87374
3.83809	5.7595	7.11125
-4.96189	7.03008	-5.17892
-4.16492	-5.64024	6.03303
-4.09797	5.58585	-5.22573
-3.99893	-5.59164	-5.14508
-3.70488	-6.98564	-5.31079
0.454924	6.86985	7.09192
0.413937	-6.45302	4.88059
4.62394	5.58658	-5.45363
-3.25824	5.69276	5.51022
2.84629	6.84811	-4.95349
3.52615	5.65287	5.65758
2.72153	6.04082	-4.48062
-2.992	-6.49533	4.40116
-5.40701	-5.36436	4.3975
-4.12356	-5.13561	-4.29263
-4.03249	7.39287	4.22345
-4.76339	-5.48448	3.72582
5.05427	7.62548	3.99642
-5.13549	-6.67121	3.96982
4.75001	4.87453	3.45786
-4.82788	-6.07154	3.98199
4.79066	-3.19173	-3.37138
-4.62125	6.78091	2.53629
-4.19017	-6.0299	-3.26682
-5.24892	6.39802	-2.78929
4.17241	-6.03636	-3.10691
3.4404	-6.47657	5.02174
3.58171	4.82671	3.79102
-3.67009	6.1481	3.57608
-4.43037	-2.19902	-4.74783
-4.80878	-6.18168	4.0453
4.30085	5.23215	4.65376
5.5239	-6.90009	4.20285
4.07833	6.52963	-4.63689
-4.81057	7.5907	3.96425
2.21463	-7.15819	-5.09288
4.81175	7.5138	4.2183
6.95231	-6.3849	3.93108
-8.02744	-6.11794	-5.21302
-4.88852	6.46257	4.71534
-3.6714	5.63571	-3.56418
-4.79389	-5.6727	4.64137
-5.49596	-6.20605	-3.84653
4.67784	-6.84275	-5.19939
5.08079	6.40465	4.13547
-6.0315	-6.50515	4.595
4.06026	-7.0482	-4.68148
4.75519	-6.83791	4.58184
5.94556	6.79301	-4.65916
-6.09481	-7.81165	4.09203
6.61041	6.82551	-4.45207
3.61802	-6.73993	4.9319
3.6171	7.48121	-5.06588
-4.82885	7.2754	4.54247
0.219098	7.63453	5.46727
4.54522	-8.0684	4.43639
4.22738	7.1668	-5.17754
4.04737	-6.84447	4.27067
-3.82798	-7.03049	4.93756
-2.4029	-6.832	4.08037
3.34173	6.76871	3.92428
-3.95098	-6.78928	4.56439
-4.6226	-7.33562	5.18673
-2.38704	-6.76818	-4.31279
3.42556	-7.41838	4.44302
-3.6552	-7.47652	4.22878
2.68025	7.72341	-5.56554
-2.09881	7.38391	4.44365
2.93624	-7.59415	-4.50581
4.54524	-7.44871	-4.79873
-4.11553	7.78408	-4.19196
3.12059	-7.1452	5.15171
-4.32587	6.6937	4.55025
4.31415	6.60814	4.49881
-3.19795	-7.42844	4.19816
4.08289	-7.56435	4.48708
3.31776	7.01538	-5.68314
2.89049	6.88516	4.89406
2.68118	6.28215	-4.30844
2.59221	-6.04574	-4.77085
-2.80451	6.49895	-6.46013
5.1083	6.6329	2.86903
-4.11401	-6.7612	-6.25971
3.70451	-5.45627	-5.99715
3.85837	-5.22469	-6.1654
4.18424	-6.9032	5.14513
3.09338	5.88772	-6.01595
2.36366	-6.30327	4.82962
-3.07011	5.71835	-6.79984
-2.89857	-7.13466	5.09517
2.65899	-7.76584	6.84465
-4.80446	-7.17274	4.02253
-7.33659	-5.86128	-6.57086
-1.64275	-6.2859	-5.61743
-0.731847	-8.24266	-3.971
-2.94487	-7.55821	6.10221
-0.880196	7.40518	6.05608
-3.1806	-6.94461	-7.45898
-2.97726	-8.35522	6.97451
2.61261	7.89375	6.21852
3.24887	5.48572	6.34585
2.71615	7.73679	6.56872
-2.85104	-7.27235	7.7557
-2.5572	7.25855	-7.4588
2.33025	6.62177	7.12454
2.15619	-7.17614	6.98738
-2.58408	-6.14378	6.87984
-2.68603	-6.68438	-7.14012
-2.77917	-6.64761	-7.68873
-2.52932	-5.9726	8.29126
-1.44376	5.9319	-7.1511
2.34483	-5.97233	6.57082
-0.544352	5.34158	6.65191
3.81336	7.16539	-6.96529
-2.66829	-6.72932	-7.02759
2.35036	-5.92835	-5.93827
3.70547	-6.21875	-7.42059
4.63348	6.77912	-6.30829
-2.13172	-7.66289	7.65777
-2.13592	-7.4521	6.10195
-3.54228	-6.92101	-6.97857
4.04276	6.24479	-7.00883
-2.86993	-5.9782	7.4414
-4.80352	6.09953	-2.05023
4.00141	7.26949	7.94677
4.65219	-6.63007	6.74896
-3.87762	7.98505	-7.36922
3.46486	6.18826	6.43912
2.79044	8.26356	7.80227
1.93107	-7.36892	-6.11845
-4.33235	-6.72178	6.12474
-0.779214	-6.89646	7.03661
-2.22217	6.2448	6.03338
2.09112	-7.73947	7.32514
2.85092	7.72793	-5.73362
-3.3406	-7.79365	-1.94331
-1.31792	-6.80026	6.16874
2.18247	-6.63595	5.58822
3.76652	7.237	-6.36351
-5.24603	-7.26976	6.77761
3.79658	6.43976	-6.86868
3.7019	-7.0361	6.55055
-3.74213	7.554	6.15171
3.46281	7.4237	8.4649
2.84942	7.01994	-5.82811
-3.9332	-7.3882	5.46744
-4.24428	-7.23227	5.09656
-3.54052	6.51479	4.5188
-2.87178	7.86552	-7.05858
-3.36467	-7.09685	7.80368
5.91964	-7.50384	6.85792
-4.31825	7.42581	0.809689
4.33481	-8.21897	5.29722
4.2191	8.07775	6.12852
4.84814	7.41351	-6.42718
-4.01774	6.99734	-6.2295
5.92992	6.96907	-7.28765
5.06397	7.49969	-7.95416
-4.06118	7.94242	4.38069
5.14544	-7.13464	-6.57399
6.86696	7.30914	6.14342
-6.76367	7.89504	-6.38238
6.75276	-7.25911	-6.20556
5.66917	6.97769	5.81615
-5.84401	-7.10615	8.63925
-5.70268	6.1405	-7.74791
4.30466	7.50777	6.81552
4.21724	7.36865	1.53394
4.02385	6.67029	6.08879
-4.0924	-6.50775	-5.87522
-4.16047	-7.24502	7.45395
3.93152	-6.46784	-7.10093
4.29976	7.12551	6.94559
3.66818	6.35221	7.09826
4.76575	-7.05868	6.70638
-3.58417	-5.98476	6.80307
3.75214	-5.5015	-6.8896
-3.86494	-6.57065	6.08268
-3.94956	-6.3302	-7.96174
-3.986	-7.4676	7.26531
3.15331	7.26292	-7.19122
3.99623	-6.16342	-7.40011
-4.50106	6.58424	-7.61357
4.51347	6.61972	-8.35649
4.25336	-7.2748	-7.21827
-4.57454	-7.13008	6.97966
-3.35391	7.11299	-6.3344
-5.85171	-6.74827	6.75274
3.90534	-7.1113	-7.40788
-3.98994	-6.6082	-5.89969
4.00622	6.60309	-6.70893
-4.07454	-7.67268	8.07213
-4.01366	-6.96055	-7.68601
-1.86619	-5.9017	7.57492
1.85381	6.18613	5.48446
3.72816	-7.50427	-7.67517
-3.86236	5.90259	-6.76791
3.07166	-6.14403	6.3246
-2.52665	-5.46475	-6.98339
4.77709	5.75528	7.41575
2.16334	8.18514	-7.78251
2.63835	-7.99702	7.29371
-4.31185	8.52371	7.23782
-3.22741	6.83359	7.13032
-3.79005	-7.06154	-7.32419
4.23151	6.90064	7.6891
1.58869	-6.8371	-7.3941
-2.44023	-7.03173	7.85331
-3.3258	-6.86922	-7.60048
2.84819	-6.66103	4.34485
-2.75142	7.14402	7.09585
3.48906	-7.20531	6.27848
-3.58994	-7.0385	4.3356
4.29061	7.55104	5.97974
3.29914	-7.00474	6.54084
2.85616	-7.20279	6.05394
3.46375	-6.89816	8.47918
-3.95367	-6.60257	8.37671
4.06495	3.79785	-6.13933
-5.26002	5.32268	6.50398
2.10764	6.83522	7.04341
-2.72207	6.53243	7.18889
1.81281	-6.67237	-7.02116
2.65389	6.2953	-6.39765
3.99295	-6.80553	-7.2452
3.85587	-4.03164	-6.91132
4.17198	-5.80915	6.21688
3.64524	-5.40988	-7.14974
-3.14644	-5.13229	7.60438
3.19727	-5.60154	-7.43561
2.79375	5.58205	7.08591
3.45375	2.34309	7.16814
-0.181409	-6.56698	7.50475
1.7366	-5.8257	6.89389
-1.02238	-6.05298	-7.64976
-1.41914	7.224	6.71885
2.81248	6.49381	6.19355
4.35142	6.44944	-7.64922
4.85805	7.51051	5.95746
6.00008	2.14458	-7.34268
-3.58081	-4.39728	6.71446
-3.64817	6.81713	6.8292
2.96086	4.89178	-6.34272
2.08219	5.65561	6.07568
-2.71678	-4.66619	6.85891
2.00343	-4.76721	6.7373
2.43026	-5.2869	6.57893
4.01863	4.76589	-7.01713
3.23197	-4.34914	-7.94838
-3.73141	5.33508	7.0555
-2.71272	5.12714	6.6029
-2.1672	5.09005	-6.4467
-2.09514	-4.68199	7.65518
0.482488	-5.72262	5.38694
-3.38545	6.23759	-7.08752
1.42804	-4.74182	-5.66473
1.05277	4.6303	5.83148
-1.05445	-5.59979	4.44883
4.20981	-5.97939	8.06609
-2.54214	-7.75529	-7.02833
-3.25215	7.21826	5.27876
-1.89802	-6.83117	-7.12215
2.12564	6.06523	7.44905
-1.5229	6.55031	6.58087
3.67611	2.69766	-6.86745
2.8951	-5.10086	-7.43545
-1.84558	-7.7156	8.04704
2.87803	-6.66658	6.8516
-3.46683	5.18656	-6.72537
4.74266	3.9761	-6.62133
-5.32077	7.15594	6.78993
3.03238	6.63935	-7.09386
-4.35298	-4.66395	7.03319
3.14086	-7.76999	-7.56606
-4.04971	-7.12984	-7.19034
-4.58732	-6.50753	7.67722
-4.65326	-7.45461	6.41393
4.06512	-6.4739	5.4529
-5.54465	-7.06606	7.84409
4.16943	6.89827	6.10048
-4.15486	5.69554	-4.97098
4.78858	6.89578	6.63476
-3.63673	-7.27197	5.95049
-3.8059	-5.82078	-5.06334
-3.50549	5.93865	6.93525
4.38406	5.69552	-6.83755
-4.99591	-6.36061	7.31047
-2.92583	5.30566	-4.2778
-3.5731	7.22363	4.62237
-4.40242	-5.66246	5.42129
-4.33888	-5.11447	2.82858
4.58468	-5.31704	-4.40628
-4.31543	4.83754	4.3155
3.81357	7.21258	3.97709
3.93338	-7.0082	4.10077
4.12305	-5.90597	-4.88075
-5.09637	5.97857	-4.86386
-4.01031	-7.56063	-4.65998
3.41793	7.44035	3.82389
-6.75242	5.78256	3.11325
-7.58811	-6.17164	-3.96826
4.50329	6.44697	-4.22864
5.47113	6.9718	-2.74893
-7.09201	-6.27118	-3.5156
6.49875	6.38222	-4.54339
3.93679	-5.31399	-8.36509
-4.00617	6.63629	4.09213
4.25244	6.90413	4.93387
-4.7709	-5.3718	-4.22658
-3.82987	-3.56474	4.39018
-4.70496	6.15924	3.50845
5.62397	-5.35363	-4.16544
4.928	-5.58366	4.44163
4.9785	-5.24612	-4.25032
-4.9787	-6.43515	-1.24819
-4.97171	6.62723	4.19835
4.77036	7.15665	1.78067
4.87357	-6.96078	2.81325
5.4348	-7.06328	-2.68262
4.91568	7.69896	-2.67469
5.68222	6.13439	2.01503
3.69159	-5.90668	-5.05614
4.59658	-6.16846	-2.46567
-4.565	-5.80109	3.31263
4.06947	6.47329	-4.48027
5.54858	7.06068	-8.15
-5.57168	6.58267	7.92789
5.66528	7.30155	-7.45034
6.02168	-7.14173	-4.80575
-5.98699	-7.44665	4.84667
5.67641	-7.20065	-7.04808
-5.53209	6.65428	-5.65913
-5.12005	6.76443	5.50832
-4.94411	7.76539	3.50472
-6.13138	-6.04191	2.35158
-4.01456	-7.50627	-4.306
4.59465	6.25551	4.48596
5.11236	-5.10925	4.98998
-4.40765	5.78722	4.3121
3.37292	7.13836	1.01157
-4.55384	-7.14273	-4.1893
-6.46958	-6.36999	-3.07288
-1.49852	6.44276	3.37449
-3.67078	6.92047	3.80945
-4.30931	6.91835	-4.05069
4.77261	-5.80697	3.23922
4.58193	5.51674	-3.57832
-4.32995	-5.23917	4.73096
-4.83739	-4.86018	3.33886
-4.40027	-6.4736	-2.9709
4.79836	5.58644	4.27387
4.68744	6.28871	-3.9654
-5.54361	-8.10264	4.16382
4.85448	-7.97042	-4.17666
3.89577	6.54231	-0.953003
4.03519	6.31456	-3.52163
-4.60003	4.131	2.98721
5.4779	-7.4857	3.29291
-4.86916	5.49533	-4.1145
2.92339	-7.93076	-3.68494
-4.23293	-5.99997	-2.98293
-3.88235	-5.92129	-2.44166
-3.57649	5.48411	4.06855
-5.38371	-7.08554	-4.57022
4.39964	6.95037	-3.48848
3.55638	-7.20997	4.59688
-4.36743	5.7671	-1.0347
4.12705	-6.98066	-3.02133
4.08565	-6.42887	4.18982
-4.34176	-5.66775	-3.08946
4.4337	5.75164	-3.58014
-4.24047	5.02181	-3.56294
-4.25821	5.8325	5.15856
-3.6113	5.74329	6.27033
4.40749	-7.57889	-6.96397
5.98273	-6.20403	-6.31211
4.58559	-7.33553	0.859616
4.30532	6.1938	8.2265
-3.87174	6.43965	3.49834
4.25908	6.48642	6.21744
4.56074	5.83539	7.61863
3.91019	-7.29641	-5.85334
3.73413	-7.9563	7.21551
3.74076	7.10887	-6.22105
-3.41151	-7.51908	-6.80582
-5.5061	-6.46273	8.46778
3.73802	7.10877	7.33742
-4.54032	-6.8904	-6.07477
5.9858	7.80372	-7.41388
4.90315	-7.19561	-7.12864
-5.35845	-6.09819	7.32983
-5.45592	-6.94626	7.03422
5.54399	6.86172	-7.39716
-5.46421	6.34608	-7.18909
4.67047	-6.84996	7.02626
-5.43195	7.3394	7.14973
4.30859	6.78137	-6.94076
-4.34613	-7.62777	-8.22044
4.36701	-6.33007	-8.09964
5.70693	5.96489	7.15217
4.80923	-6.21406	-7.86454
-4.84694	-6.48239	-6.54722
4.60261	-6.2872	7.44066
4.85453	6.76539	6.60354
5.0985	4.40243	7.87715
-5.02692	-5.43182	-7.40696
4.26576	-6.05672	-7.12566
4.35575	8.16304	7.45198
3.19657	-6.9745	6.74182
2.74131	5.81702	-7.34967
-2.72514	-5.64297	6.96317
-5.94704	-7.15114	7.21444
3.17633	6.31911	-6.77492
-2.93784	-6.61217	8.43668
-8.12829	5.93482	8.19024
7.48588	-7.18021	-6.63791
-3.69283	6.33535	-6.59691
-3.92623	6.40707	-7.04526
-3.75864	6.85508	1.39706
2.70478	7.68768	-1.44726
3.22441	7.09281	-5.96253
-4.78864	-8.12701	-6.57975
-2.67199	-8.40056	-6.29068
-3.3729	7.58081	1.47914
-2.92884	7.24412	-7.21801
2.49241	-8.36232	-7.19036
-0.524756	-7.52651	-6.51647
3.54831	-6.87738	7.45453
1.26832	7.36893	-5.9956
1.02391	-7.21093	-8.05625
0.00570783	-7.02392	6.21015
-1.38131	7.07863	-7.30424
2.55253	-7.31558	6.43382
4.92153	7.78651	-6.25255
1.50947	7.20714	5.09794
4.06675	-7.52306	6.51893
-2.89066	7.81327	6.27784
0.981498	-7.21739	5.74905
0.881928	7.26774	-6.58
1.97545	7.95726	6.26501
-2.52846	-7.49222	6.75659
3.78223	-7.19489	-6.50857
-3.33282	-7.12964	-6.47729
-1.91192	7.22275	-4.2814
2.68472	7.31863	5.878
2.82784	7.52303	6.35612
2.8681	8.31543	-5.88384
-3.52876	7.96726	-6.555
-3.12237	7.13074	-5.03092
2.90384	-7.51643	6.14673
-1.77594	7.45346	8.34822
0.369373	7.72743	-6.63345
-0.361075	7.4777	-6.81812
2.06563	-7.59056	-6.49357
-2.67967	-7.47633	7.2979
-4.10594	-7.90996	-6.74908
2.46624	7.08285	-6.5875
-3.26422	7.003	-7.05311
-3.23775	-7.48155	7.05911
-3.47322	-6.77413	6.52411
-2.84824	-7.11437	-7.2816
-2.67513	7.93958	7.28509
-2.53616	-7.13981	-7.2955
-3.64223	7.51703	-7.15685
3.55361	7.28118	5.99469
-4.0445	7.06822	-6.77963
3.33773	6.76428	7.01245
3.10402	-6.82527	7.83621
-3.37598	-6.37098	4.97359
-4.67257	-7.26341	-5.97775
3.02523	-6.98662	-7.96839
4.47497	-7.17814	7.68527
4.30509	6.31032	-6.78737
0.70497	7.29659	5.48125
-1.86233	6.76135	6.38116
3.5927	-8.02685	-6.68408
-1.76929	-6.90995	-6.55438
-1.3744	-6.67131	-6.02953
-4.03517	7.85685	6.15208
-3.3788	-7.35135	6.18977
-1.93458	-7.58311	-6.31583
0.451718	-7.22377	6.82688
-0.911367	-7.65938	-5.60666
-0.803053	-7.74666	-5.36261
-2.67625	7.10623	-6.31057
-4.48011	-7.83174	-8.05765
2.28877	-6.38333	-5.94141
-3.17994	-6.14001	7.95724
2.82135	-7.20017	5.4489
2.66909	-6.81273	6.39338
-3.9926	-6.56915	6.30601
3.56709	-7.50243	-6.14117
4.31731	7.53638	7.16072
-2.91876	7.71022	8.50803
-5.14688	7.43545	7.02899
4.39177	-7.06294	5.36038
2.67124	-7.93121	-7.62129
-2.8466	-7.46802	-5.50476
3.08222	6.8541	-5.7019
-3.6244	-7.93376	-7.11867
-3.21397	-7.47836	-5.65145
3.83327	8.21304	7.50039
4.20261	-7.29602	9.22957
-4.15336	-7.88848	-8.73448
4.38027	8.18136	-2.93184
4.5514	-7.43631	-5.41325
4.19377	7.5322	5.92478
4.11433	7.4428	4.03301
-4.30056	-7.50918	4.16305
4.28994	7.668	5.11217
-3.06345	7.77973	-4.45821
3.3884	-7.63884	-1.58297
-4.28785	8.04958	5.48127
4.59824	-7.24419	4.04103
3.33496	-7.48978	2.97621
-3.06374	7.66159	3.24077
-3.27748	-7.64202	-4.47055
-2.10081	-7.7852	-4.45959
2.73042	-7.45718	-4.06962
2.91729	-7.84544	-5.10199
2.87114	7.62763	-4.60703
3.06675	7.50898	5.18546
3.74675	8.37088	-4.78868
1.98966	8.09308	1.34867
-2.9083	6.69663	-3.90962
3.47884	-6.4193	2.77866
2.65321	-6.77155	-4.53946
-1.95324	6.444	-4.83552
2.82766	-7.70319	-4.7122
-2.09445	7.36559	-4.07721
1.78879	7.64827	4.34999
-3.34008	7.67992	-4.6948
-3.87547	-8.31661	4.06354
5.07509	8.17522	-4.44408
-2.62814	-6.99574	-5.74431
4.75331	-7.72967	4.01865
-3.6373	-7.41058	3.77989
-4.03966	7.41491	-4.37687
5.98676	7.35126	3.71221
5.01002	7.31028	-4.3288
5.21572	7.9877	4.1905
5.23132	8.06382	-3.41509
4.64555	-7.62927	5.46466
4.74096	7.01598	-8.69492
4.86072	8.10989	8.2362
4.52291	-7.43014	6.37096
-4.31795	-7.5502	7.33955
-4.06797	7.83381	-5.55623
5.05617	-6.91001	-5.07766
-3.97336	-7.31727	3.45517
4.24797	7.46391	3.53632
3.79517	-7.51041	4.20876
4.06367	-7.6049	-4.35756
-3.82557	7.96542	3.64329
-3.81882	7.58664	-3.36994
4.78148	-7.51814	2.47889
4.80371	-7.81124	-2.97981
4.46106	-7.6265	3.49592
-4.29094	7.34618	4.48343
-3.57454	-7.46268	3.90493
4.65695	7.14047	-3.66258
4.11818	7.80233	-4.05889
3.85304	-8.31132	3.15211
-3.85083	7.53345	4.08482
3.26191	-6.82012	4.56368
3.37511	6.78523	4.23145
3.36761	-6.63648	-4.1118
3.9898	-7.93845	4.6638
-3.99789	-7.59482	-4.7095
-4.28003	8.56345	4.86647
3.77358	-7.77107	5.11159
-4.49126	-7.99192	4.16231
-4.2714	7.34387	3.88053
3.57524	-7.10337	4.56824
2.38368	-7.63203	4.33243
1.995	7.53525	-5.11909
4.06847	6.69186	4.18685
4.15274	-7.35679	-4.12742
3.93944	7.16896	-2.94742
-1.75012	7.02956	3.27902
-2.19472	7.23673	3.56927
-1.37807	7.33313	5.92811
-1.30894	-7.26534	-5.15649
-2.58306	-7.30314	-4.23924
-3.2066	7.18768	-3.82163
4.27547	8.30743	-8.35602
1.94656	7.04539	-7.43432
-2.32772	-7.28617	-7.07895
3.20143	7.3283	6.20544
3.78651	6.69091	6.98046
-3.60826	6.71266	6.1195
-3.24835	-6.54	3.45228
3.51081	6.95886	6.28368
3.0612	-7.08857	-6.93313
3.48763	7.60256	-7.55217
2.72805	6.86214	-7.24427
-4.56526	-8.12454	7.60619
4.32861	-7.18001	-7.85166
-3.50165	-6.35995	-8.3022
5.16286	8.54019	-7.31481
5.73766	7.63287	7.14318
7.12678	7.33444	7.27458
-6.23637	-6.82915	7.4688
5.593	7.3699	7.22208
5.86974	-7.15891	6.61226
2.10615	7.47084	-7.46586
-5.62723	7.23764	-7.56253
7.41717	-7.43566	-6.88609
5.29968	-7.43815	7.65967
-7.63243	7.47552	7.16671
7.89913	-7.25253	-4.0171
7.19381	7.17387	7.76347
5.11182	7.12743	7.72936
-4.59478	-7.6498	6.62949
5.72114	-7.48139	7.51198
5.52408	7.1857	-6.64183
-4.89868	-7.70622	6.76644
-6.47387	6.92984	7.22091
6.40203	-7.85803	-6.77372
-2.87464	-7.86936	6.41805
2.50024	-7.21349	6.99934
8.38388	-7.58082	-6.77495
4.86839	8.23289	-6.46606
7.50032	8.03369	7.02662
4.81171	-7.60715	7.27528
-1.53332	7.56553	6.25629
7.22086	7.26149	-7.11745
-6.67731	-7.52036	-5.98789
-4.01577	-7.28657	-8.57109
4.02968	7.36975	-6.21353
-6.25012	-7.06219	-6.66281
-5.58999	-7.09956	-3.25798
-5.48143	-7.4143	-4.39519
-2.62173	7.01247	-6.62336
6.06123	-7.41475	-7.02817
-5.17535	7.4473	5.42649
-4.7602	7.33162	6.47257
6.34731	6.9108	7.21694
-7.04513	7.71048	5.85115
3.19387	-7.7689	5.77156
-3.05956	7.9996	-7.0356
6.18939	-7.95042	5.64654
6.32519	-7.40668	0.38325
-5.29381	-7.18678	-6.28262
5.72227	-7.07897	7.31191
6.80639	6.92796	5.36856
5.41427	-7.13419	6.89315
6.51058	-6.97646	4.98785
-3.91152	-7.39971	-4.97485
-4.74222	7.5148	-6.9702
5.74345	-6.81936	-5.93857
-6.53381	-7.60457	6.17816
-4.16025	8.27252	7.61851
-5.55589	-7.20847	-7.32113
-5.38205	-7.44137	4.31997
-4.73872	8.49798	5.05634
-5.67895	8.24786	4.08536
6.05549	7.86336	-4.76035
6.34099	8.56521	4.4302
6.86409	-8.07533	4.35609
5.83247	-7.33092	-4.48113
6.27335	-7.74787	-4.17363
-5.7516	7.37899	-5.75244
4.65541	7.25812	5.33478
-5.17572	7.53025	3.942
-3.22632	7.20195	3.92369
7.44085	-7.18904	4.2693
-4.99739	-7.26969	-4.84229
-5.90213	-7.52172	5.01827
5.67101	8.02657	3.98744
-4.49774	-7.37741	-4.68492
-5.83341	-7.50261	4.35239
6.37038	-6.67253	4.16734
-6.16076	-7.15586	4.38665
5.52515	7.30902	-4.90055
-3.47595	-7.19312	4.45222
4.6142	6.99522	2.55002
-6.51695	-7.00715	2.94341
4.31433	7.17375	-4.34485
-4.03508	-6.81563	4.34839
-3.78771	6.86042	-2.68379
-4.65807	-6.96957	5.38746
4.97488	7.62086	-2.34903
-3.53982	-6.55524	2.25364
-3.74054	-7.25424	6.45865
-4.51378	7.48057	-4.26063
-3.95882	-7.15462	-2.59799
5.32977	-7.88702	-5.10735
-2.32728	7.20787	-4.14781
3.47542	7.53275	4.46413
-4.51043	7.82225	-4.10321
-4.34594	7.1131	-4.14057
6.93616	-6.871	3.99503
6.76251	-6.80376	2.39372
6.67888	7.28162	-2.77565
-5.79957	7.58666	0.183737
-6.74548	-7.19914	-1.46578
5.47487	7.35233	-4.20197
3.46339	6.84358	-4.68332
-4.39204	6.76984	1.89377
-4.86729	-7.50157	3.62479
-4.7948	-7.64799	-1.92232
2.53068	-6.62836	0.705042
-5.99673	6.92232	-1.95256
-5.0544	-7.13875	-0.775319
5.06644	-6.46471	-1.23501
4.95611	6.64801	3.18764
4.85048	-6.25141	3.97591
3.73445	-7.7356	-3.28728
-7.14754	7.66667	-4.70293
-5.22836	7.28607	-3.4264
7.28854	-7.95722	-3.70675
-3.80629	7.77412	4.85425
-6.42538	7.34044	8.50499
-4.76017	-7.29026	-7.04502
3.49286	-7.88546	6.56333
5.72624	7.97338	-6.78392
-6.66283	-7.90783	6.99107
7.81606	7.61514	6.50479
6.54072	8.17117	6.96147
-5.26551	-8.03153	7.02235
5.32484	7.8727	-6.31875
-4.5664	-7.83098	-3.74722
4.93727	-7.4718	7.67041
-3.90184	-7.41368	6.53991
-5.07609	-8.33825	5.95429
5.29614	7.88295	-6.09105
5.28582	-7.92251	-5.94526
-5.22074	7.69261	-3.83936
-5.71413	7.82351	7.35251
4.71629	7.94604	5.88605
-4.79795	7.70096	5.89016
-4.25125	-7.74618	-5.25955
-5.36514	7.4903	5.0061
-3.72005	-7.61646	6.21248
4.99651	8.25907	-6.54713
-2.73585	8.21331	-4.91887
3.97986	7.70892	-5.25445
3.06111	8.04919	-5.01282
-5.20347	7.89304	5.03696
-4.58452	8.05443	5.24882
-4.17905	8.35224	-5.03545
3.38522	7.73466	5.50418
2.83516	7.9518	4.83304
-3.31501	8.43661	-5.16623
-3.59218	-7.73865	-5.57586
2.93434	7.29232	5.0005
2.17447	7.42454	-5.58334
-3.77179	7.44079	-5.83546
-1.82824	7.22097	5.13287
-1.70141	-7.31348	-4.38846
1.15255	-7.31674	-5.57283
1.25663	-7.5081	-9.13624
-1.28354	7.24221	9.14476
4.22606	-7.39269	-7.19064
3.61286	-7.44946	-7.5689
-1.97062	8.15262	7.87707
3.1174	7.41235	-6.33539
3.7843	-6.52297	-6.10973
-1.47829	-6.39472	-7.31961
-2.88299	7.28931	-3.15882
0.579669	-6.55245	-5.12745
2.07037	-6.0382	-5.02479
-1.5407	-7.11184	7.37584
1.57671	-7.24816	-6.33302
1.83845	-6.95184	-4.36728
1.57443	7.33166	7.02209
3.29485	-7.10458	-7.40646
-1.71611	-7.60462	-6.68391
-3.12587	-7.6933	6.22972
5.1262	7.87298	-6.39809
2.63159	-6.99231	6.28361
-3.48047	-6.84734	6.60361
-5.00455	7.19621	-6.81062
3.63075	6.17761	6.90252
2.76982	-5.93534	7.17076
3.79457	-6.90783	7.15254
1.34129	6.89199	-7.12119
1.6052	-8.33511	6.54107
-4.39079	7.36862	-6.69685
-2.6774	-6.20251	6.49474
3.81871	-7.13404	-7.34499
-3.85778	-7.90152	-6.95088
3.47714	-8.11984	6.65095
-4.7359	6.11899	-6.79462
2.90678	5.24261	-7.1162
6.73362	7.4161	-7.08584
5.5777	-6.53151	7.92166
6.75333	-6.90019	6.88209
-2.99311	-6.47196	-7.16146
-3.64086	-6.6447	7.32357
-3.31895	6.39501	7.1
4.49912	-7.25931	-7.11817
-2.80153	-6.29669	7.01861
3.98607	-6.29157	7.69658
6.08754	-4.77255	7.49491
5.38401	-6.47838	-8.0936
5.39005	-6.3392	7.51549
-6.00687	5.51557	7.27169
-4.96897	-5.97719	7.04766
5.32848	6.20181	7.72729
-5.89563	7.09602	6.62153
-5.14453	-4.94162	-7.29487
